394_NGR_c24630	activation	394_NGR_c18610	0.19200003
882_DVU0496	reaction	882_DVU0483	0.37
882_DVU0496	reaction	882_DVU0070	0.61800003
882_DVU0496	reaction	882_DVU1329	0.26400006
882_DVU1306	reaction	882_DVU2920	0.29499996
882_DVU0496	reaction	882_DVU1090	0.594
882_DVU1306	reaction	882_DVU1982	0.37800002
882_DVU1306	reaction	882_DVU3310	0.37800002
882_DVU1306	reaction	882_DVU3088	0.37800002
882_DVU1306	reaction	882_DVU2215	0.16199994
882_DVU0496	reaction	882_DVU2430	0.148
882_DVU0496	reaction	882_DVU1873	0.16199994
882_DVU0496	reaction	882_DVU0002	0.91499996
882_DVU1329	reaction	882_DVU2628	0.11599994
882_DVU1329	reaction	882_DVU2937	0.11599994
883_DvMF_1351	reaction	883_DvMF_0098	0.49199998
883_DvMF_0555	reaction	883_DvMF_1451	0.668
883_DvMF_0555	reaction	883_DvMF_0970	0.09399998
883_DvMF_0555	reaction	883_DvMF_1454	0.63399994
883_DvMF_1351	reaction	883_DvMF_0092	0.842
883_DvMF_0555	reaction	883_DvMF_2924	0.09399998
883_DvMF_1351	reaction	883_DvMF_1451	0.528
883_DvMF_1351	reaction	883_DvMF_1454	0.582
883_DvMF_0555	reaction	883_DvMF_0076	0.09399998
883_DvMF_1351	reaction	883_DvMF_0970	0.842
883_DvMF_0555	reaction	883_DvMF_0078	0.09399998
883_DvMF_0555	reaction	883_DvMF_0079	0.712
883_DvMF_0555	reaction	883_DvMF_0090	0.10399997
883_DvMF_0555	reaction	883_DvMF_0092	0.09399998
883_DvMF_1351	reaction	883_DvMF_0090	0.48599994
883_DvMF_0555	reaction	883_DvMF_0084	0.222
883_DvMF_0555	reaction	883_DvMF_0080	0.52199996
883_DvMF_0555	reaction	883_DvMF_0086	0.10399997
883_DvMF_1351	reaction	883_DvMF_0076	0.842
883_DvMF_1351	reaction	883_DvMF_2924	0.842
883_DvMF_1351	reaction	883_DvMF_0086	0.712
883_DvMF_1351	reaction	883_DvMF_0080	0.66999996
883_DvMF_1351	reaction	883_DvMF_0084	0.686
882_DVU1257	reaction	882_DVU0881	0.16799998
883_DvMF_0981	reaction	883_DvMF_0092	0.09399998
883_DvMF_0981	reaction	883_DvMF_0086	0.842
883_DvMF_0981	reaction	883_DvMF_0080	0.842
883_DvMF_0981	reaction	883_DvMF_0084	0.842
883_DvMF_0984	reaction	883_DvMF_2924	0.09399998
883_DvMF_1350	reaction	883_DvMF_2509	0.842
883_DvMF_0984	reaction	883_DvMF_0080	0.536
883_DvMF_0984	reaction	883_DvMF_0086	0.528
883_DvMF_0984	reaction	883_DvMF_0076	0.09399998
883_DvMF_0984	reaction	883_DvMF_0075	0.09399998
883_DvMF_0984	reaction	883_DvMF_0078	0.09399998
883_DvMF_0983	reaction	883_DvMF_0970	0.44799995
883_DvMF_0984	reaction	883_DvMF_0079	0.536
883_DvMF_0981	reaction	883_DvMF_0103	0.10399997
883_DvMF_0981	reaction	883_DvMF_1454	0.842
883_DvMF_0981	reaction	883_DvMF_0970	0.40199995
883_DvMF_0981	reaction	883_DvMF_1451	0.842
883_DvMF_0984	reaction	883_DvMF_2509	0.10399997
883_DvMF_0984	reaction	883_DvMF_0090	0.53
883_DvMF_0981	reaction	883_DvMF_2924	0.22000003
883_DvMF_0981	reaction	883_DvMF_0079	0.842
883_DvMF_0981	reaction	883_DvMF_0076	0.18200004
883_DvMF_0984	reaction	883_DvMF_1451	0.25600004
883_DvMF_0981	reaction	883_DvMF_0078	0.22000003
883_DvMF_0984	reaction	883_DvMF_0970	0.09399998
883_DvMF_0981	reaction	883_DvMF_0075	0.10399997
882_DVU0283	reaction	882_DVU3379	0.17499995
883_DvMF_2883	reaction	883_DvMF_2509	0.464
883_DvMF_2883	reaction	883_DvMF_0090	0.842
883_DvMF_2883	reaction	883_DvMF_0098	0.842
883_DvMF_2883	reaction	883_DvMF_0084	0.842
883_DvMF_2883	reaction	883_DvMF_0086	0.842
883_DvMF_2883	reaction	883_DvMF_1451	0.842
883_DvMF_2883	reaction	883_DvMF_1454	0.842
883_DvMF_2883	reaction	883_DvMF_0103	0.24199998
883_DvMF_2883	reaction	883_DvMF_0970	0.582
883_DvMF_2883	reaction	883_DvMF_0078	0.48800004
883_DvMF_2883	reaction	883_DvMF_0075	0.472
883_DvMF_2883	reaction	883_DvMF_0079	0.842
883_DvMF_2883	reaction	883_DvMF_0076	0.53999996
883_DvMF_2883	reaction	883_DvMF_2924	0.44599998
883_DvMF_1448	reaction	883_DvMF_0984	0.08800006
883_DvMF_1448	reaction	883_DvMF_0981	0.8410001
883_DvMF_1448	reaction	883_DvMF_0555	0.34800005
883_DvMF_1350	reaction	883_DvMF_2883	0.47800004
883_DvMF_1448	reaction	883_DvMF_1379	0.8410001
883_DvMF_1350	reaction	883_DvMF_1448	0.21800005
883_DvMF_1350	reaction	883_DvMF_0984	0.09399998
883_DvMF_1350	reaction	883_DvMF_0981	0.10399997
883_DvMF_1350	reaction	883_DvMF_0983	0.51199996
883_DvMF_2513	reaction	883_DvMF_1351	0.27400005
883_DvMF_1350	reaction	883_DvMF_1379	0.42799997
883_DvMF_1350	reaction	883_DvMF_2919	0.09399998
883_DvMF_2513	reaction	883_DvMF_0983	0.44799995
883_DvMF_1350	reaction	883_DvMF_2887	0.842
883_DvMF_1448	reaction	883_DvMF_3103	0.8410001
883_DvMF_1448	reaction	883_DvMF_0106	0.8410001
883_DvMF_1448	reaction	883_DvMF_0101	0.839
883_DvMF_1379	reaction	883_DvMF_2919	0.842
883_DvMF_1379	reaction	883_DvMF_2887	0.684
883_DvMF_1448	reaction	883_DvMF_2883	0.8410001
883_DvMF_1379	reaction	883_DvMF_0101	0.8410001
883_DvMF_1379	reaction	883_DvMF_3103	0.842
883_DvMF_1448	reaction	883_DvMF_2887	0.39999998
883_DvMF_1379	reaction	883_DvMF_0555	0.416
883_DvMF_1379	reaction	883_DvMF_1351	0.74399996
883_DvMF_1379	reaction	883_DvMF_0984	0.56200004
883_DvMF_1379	reaction	883_DvMF_0981	0.842
883_DvMF_1379	reaction	883_DvMF_1350	0.42799997
883_DvMF_0981	reaction	883_DvMF_0101	0.8410001
883_DvMF_0981	reaction	883_DvMF_3103	0.842
883_DvMF_0981	reaction	883_DvMF_1351	0.518
883_DvMF_0981	reaction	883_DvMF_0106	0.842
882_DVU1306	reaction	882_DVU1304	0.84599996
882_DVU1306	reaction	882_DVU1302	0.84599996
882_DVU1306	reaction	882_DVU1305	0.84599996
882_DVU1306	reaction	882_DVU1311	0.84599996
882_DVU1306	reaction	882_DVU1314	0.84599996
882_DVU1306	reaction	882_DVU1317	0.84599996
882_DVU1306	reaction	882_DVU1307	0.84599996
882_DVU1306	reaction	882_DVU1310	0.84599996
882_DVU1306	reaction	882_DVU1312	0.84599996
882_DVU1306	reaction	882_DVU1308	0.84599996
882_DVU1306	reaction	882_DVU0508	0.21000004
882_DVU1306	reaction	882_DVU0874	0.84599996
882_DVU1306	reaction	882_DVU1299	0.84599996
882_DVU1306	reaction	882_DVU0504	0.666
882_DVU1306	reaction	882_DVU1328	0.84599996
882_DVU1306	reaction	882_DVU1298	0.84599996
883_DvMF_0984	reaction	883_DvMF_2883	0.572
883_DvMF_0984	reaction	883_DvMF_2887	0.09399998
883_DvMF_0984	reaction	883_DvMF_2919	0.09399998
883_DvMF_0983	reaction	883_DvMF_2513	0.44799995
883_DvMF_0983	reaction	883_DvMF_1350	0.51199996
882_DVU1306	reaction	882_DVU1320	0.84599996
883_DvMF_1350	reaction	883_DvMF_0101	0.436
882_DVU1306	reaction	882_DVU1315	0.84599996
883_DvMF_1350	reaction	883_DvMF_1351	0.842
882_DVU1306	reaction	882_DVU2518	0.84599996
883_DvMF_0983	reaction	883_DvMF_2887	0.55799997
882_DVU1306	reaction	882_DVU2519	0.84599996
882_DVU1306	reaction	882_DVU2926	0.84599996
882_DVU1306	reaction	882_DVU2924	0.84599996
882_DVU1306	reaction	882_DVU1326	0.84599996
882_DVU1306	reaction	882_DVU2925	0.84599996
882_DVU1306	reaction	882_DVU1327	0.84599996
883_DvMF_0984	reaction	883_DvMF_3103	0.572
883_DvMF_0981	reaction	883_DvMF_1379	0.842
883_DvMF_0981	reaction	883_DvMF_1350	0.10399997
883_DvMF_0981	reaction	883_DvMF_1448	0.8410001
883_DvMF_0984	reaction	883_DvMF_0101	0.52400005
883_DvMF_0984	reaction	883_DvMF_1351	0.53
883_DvMF_0984	reaction	883_DvMF_0555	0.45000005
883_DvMF_0983	reaction	883_DvMF_1351	0.44799995
883_DvMF_0981	reaction	883_DvMF_2883	0.842
883_DvMF_0984	reaction	883_DvMF_1350	0.09399998
883_DvMF_0984	reaction	883_DvMF_1448	0.08800006
883_DvMF_0981	reaction	883_DvMF_2919	0.10399997
883_DvMF_0984	reaction	883_DvMF_1379	0.56200004
883_DvMF_2887	reaction	883_DvMF_0084	0.55200005
883_DvMF_2919	reaction	883_DvMF_0076	0.09399998
883_DvMF_2919	reaction	883_DvMF_0075	0.55200005
883_DvMF_2887	reaction	883_DvMF_0103	0.842
883_DvMF_2887	reaction	883_DvMF_0970	0.842
883_DvMF_2919	reaction	883_DvMF_0078	0.10399997
883_DvMF_2919	reaction	883_DvMF_0079	0.10399997
883_DvMF_2919	reaction	883_DvMF_2924	0.55200005
883_DvMF_2887	reaction	883_DvMF_1451	0.50399995
883_DvMF_2887	reaction	883_DvMF_1454	0.656
883_DvMF_2887	reaction	883_DvMF_2924	0.842
883_DvMF_2887	reaction	883_DvMF_0078	0.842
883_DvMF_2887	reaction	883_DvMF_0075	0.842
883_DvMF_2887	reaction	883_DvMF_0076	0.842
883_DvMF_2919	reaction	883_DvMF_0080	0.10399997
883_DvMF_2919	reaction	883_DvMF_0086	0.62600005
883_DvMF_0101	reaction	883_DvMF_3103	0.8410001
883_DvMF_0101	reaction	883_DvMF_0106	0.8410001
883_DvMF_2919	reaction	883_DvMF_0098	0.686
883_DvMF_2887	reaction	883_DvMF_0090	0.40400004
883_DvMF_2887	reaction	883_DvMF_0092	0.842
883_DvMF_2919	reaction	883_DvMF_1451	0.10399997
883_DvMF_2919	reaction	883_DvMF_0970	0.44200003
883_DvMF_2887	reaction	883_DvMF_0098	0.53400004
883_DvMF_2919	reaction	883_DvMF_0090	0.09399998
883_DvMF_1351	reaction	883_DvMF_1448	0.44000006
883_DvMF_1351	reaction	883_DvMF_0983	0.44799995
883_DvMF_1351	reaction	883_DvMF_1350	0.842
883_DvMF_1351	reaction	883_DvMF_0984	0.53
883_DvMF_0555	reaction	883_DvMF_2919	0.09399998
883_DvMF_1351	reaction	883_DvMF_0981	0.518
883_DvMF_1351	reaction	883_DvMF_2887	0.842
883_DvMF_1351	reaction	883_DvMF_2919	0.09399998
883_DvMF_0555	reaction	883_DvMF_1351	0.668
883_DvMF_0555	reaction	883_DvMF_0106	0.416
883_DvMF_0555	reaction	883_DvMF_0101	0.34800005
883_DvMF_1351	reaction	883_DvMF_0555	0.668
883_DvMF_1351	reaction	883_DvMF_3103	0.65400004
883_DvMF_0555	reaction	883_DvMF_1379	0.416
883_DvMF_1351	reaction	883_DvMF_0106	0.75600004
883_DvMF_0555	reaction	883_DvMF_1350	0.63399994
883_DvMF_0555	reaction	883_DvMF_1448	0.34800005
883_DvMF_1351	reaction	883_DvMF_0101	0.556
883_DvMF_0555	reaction	883_DvMF_0981	0.416
883_DvMF_1351	reaction	883_DvMF_2883	0.58800006
883_DvMF_3103	reaction	883_DvMF_1379	0.842
882_DVU1306	reaction	882_DVU1319	0.84599996
883_DvMF_3103	reaction	883_DvMF_0984	0.572
883_DvMF_3103	reaction	883_DvMF_0981	0.842
883_DvMF_0106	reaction	883_DvMF_0101	0.8410001
883_DvMF_3103	reaction	883_DvMF_2887	0.65999997
883_DvMF_3103	reaction	883_DvMF_2919	0.09399998
883_DvMF_0106	reaction	883_DvMF_1351	0.75600004
883_DvMF_0106	reaction	883_DvMF_0555	0.416
883_DvMF_0106	reaction	883_DvMF_3103	0.842
883_DvMF_0101	reaction	883_DvMF_0981	0.8410001
883_DvMF_0101	reaction	883_DvMF_0984	0.52400005
883_DvMF_0101	reaction	883_DvMF_1379	0.8410001
883_DvMF_3103	reaction	883_DvMF_1351	0.65400004
883_DvMF_3103	reaction	883_DvMF_0555	0.462
883_DvMF_3103	reaction	883_DvMF_0106	0.842
883_DvMF_0101	reaction	883_DvMF_2883	0.8410001
883_DvMF_0101	reaction	883_DvMF_2887	0.44599998
883_DvMF_0101	reaction	883_DvMF_2919	0.66400003
883_DvMF_3103	reaction	883_DvMF_0101	0.8410001
883_DvMF_0106	reaction	883_DvMF_2883	0.842
883_DvMF_0106	reaction	883_DvMF_0981	0.842
883_DvMF_0106	reaction	883_DvMF_0984	0.55799997
883_DvMF_0106	reaction	883_DvMF_1379	0.842
883_DvMF_0106	reaction	883_DvMF_1350	0.61600006
883_DvMF_0106	reaction	883_DvMF_1448	0.8410001
883_DvMF_3103	reaction	883_DvMF_2883	0.842
882_DVU2215	reaction	882_DVU1300	0.16799998
882_DVU2215	reaction	882_DVU0881	0.16799998
882_DVU2928	reaction	882_DVU1300	0.44799995
882_DVU2928	reaction	882_DVU0881	0.44799995
882_DVU1839	reaction	882_DVU3379	0.125
882_DVU2928	reaction	882_DVU1799	0.44799995
882_DVU2928	reaction	882_DVU2125	0.11099994
882_DVU1309	reaction	882_DVU1327	0.84599996
882_DVU1309	reaction	882_DVU1322	0.84599996
882_DVU1309	reaction	882_DVU2519	0.84599996
882_DVU1309	reaction	882_DVU2924	0.84599996
882_DVU1309	reaction	882_DVU2518	0.84599996
882_DVU1309	reaction	882_DVU1326	0.84599996
882_DVU1309	reaction	882_DVU1318	0.84599996
882_DVU1309	reaction	882_DVU1312	0.84599996
882_DVU1309	reaction	882_DVU1311	0.84599996
882_DVU1309	reaction	882_DVU1310	0.84599996
882_DVU1309	reaction	882_DVU1314	0.84599996
882_DVU1309	reaction	882_DVU1316	0.84599996
882_DVU1309	reaction	882_DVU1320	0.84599996
882_DVU1873	reaction	882_DVU0881	0.16199994
882_DVU1873	reaction	882_DVU1799	0.16199994
882_DVU0284	reaction	882_DVU0478	0.28499997
882_DVU1976	reaction	882_DVU0812	0.544
882_DVU1982	reaction	882_DVU1300	0.16199994
882_DVU1309	reaction	882_DVU1298	0.84599996
882_DVU1309	reaction	882_DVU0504	0.84599996
882_DVU1309	reaction	882_DVU0874	0.84599996
882_DVU1309	reaction	882_DVU1328	0.84599996
882_DVU1309	reaction	882_DVU1303	0.84599996
882_DVU1309	reaction	882_DVU1302	0.84599996
882_DVU1309	reaction	882_DVU1299	0.84599996
882_DVU1309	reaction	882_DVU1305	0.84599996
394_NGR_c35680	reaction	394_NGR_c12080	0.17900002
882_DVU1309	reaction	882_DVU1308	0.84599996
882_DVU0881	reaction	882_DVU1306	0.587
882_DVU0811	reaction	882_DVU2215	0.16199994
882_DVU0811	reaction	882_DVU1976	0.385
882_DVU0811	reaction	882_DVU1873	0.16199994
882_DVU0811	reaction	882_DVU1982	0.16199994
882_DVU0811	reaction	882_DVU3310	0.16199994
882_DVU0811	reaction	882_DVU3242	0.16199994
882_DVU0811	reaction	882_DVU3088	0.16199994
882_DVU0811	reaction	882_DVU2928	0.19000006
882_DVU0811	reaction	882_DVU1257	0.16199994
882_DVU1300	reaction	882_DVU1306	0.587
882_DVU0811	reaction	882_DVU0284	0.16199994
882_DVU2920	reaction	882_DVU2535	0.095999956
882_DVU2920	reaction	882_DVU0956	0.638
882_DVU1586	reaction	882_DVU3379	0.125
882_DVU2920	reaction	882_DVU0839	0.13600004
882_DVU2920	reaction	882_DVU0957	0.37800002
882_DVU0643	reaction	882_DVU3037	0.13800001
882_DVU0643	reaction	882_DVU1973	0.13800001
882_DVU2929	reaction	882_DVU2628	0.11099994
883_DvMF_0101	reaction	883_DvMF_0080	0.84000003
883_DvMF_3103	reaction	883_DvMF_0092	0.41199994
883_DvMF_0101	reaction	883_DvMF_0076	0.49
883_DvMF_0101	reaction	883_DvMF_0078	0.75600004
883_DvMF_0101	reaction	883_DvMF_0079	0.7720001
883_DvMF_3103	reaction	883_DvMF_0098	0.842
883_DvMF_0106	reaction	883_DvMF_0090	0.842
883_DvMF_0106	reaction	883_DvMF_2509	0.604
883_DvMF_3103	reaction	883_DvMF_0970	0.668
883_DvMF_3103	reaction	883_DvMF_1454	0.842
883_DvMF_0101	reaction	883_DvMF_0103	0.758
883_DvMF_0101	reaction	883_DvMF_0098	0.814
883_DvMF_0101	reaction	883_DvMF_2924	0.39999998
883_DvMF_0101	reaction	883_DvMF_1454	0.81200004
883_DvMF_3103	reaction	883_DvMF_0090	0.842
883_DvMF_3103	reaction	883_DvMF_2509	0.45200002
883_DvMF_0106	reaction	883_DvMF_0076	0.842
883_DvMF_0106	reaction	883_DvMF_0075	0.65999997
883_DvMF_0106	reaction	883_DvMF_0078	0.72
883_DvMF_0106	reaction	883_DvMF_0084	0.842
883_DvMF_0106	reaction	883_DvMF_0080	0.842
883_DvMF_0106	reaction	883_DvMF_0086	0.842
883_DvMF_0106	reaction	883_DvMF_0098	0.842
883_DvMF_3103	reaction	883_DvMF_2924	0.43400002
883_DvMF_3103	reaction	883_DvMF_0078	0.53199995
883_DvMF_3103	reaction	883_DvMF_0079	0.842
883_DvMF_3103	reaction	883_DvMF_0075	0.53
883_DvMF_0106	reaction	883_DvMF_1451	0.842
883_DvMF_0106	reaction	883_DvMF_0970	0.75
883_DvMF_3103	reaction	883_DvMF_0086	0.842
883_DvMF_3103	reaction	883_DvMF_0080	0.842
883_DvMF_0106	reaction	883_DvMF_0103	0.658
882_DVU1329	reaction	882_DVU1300	0.554
882_DVU1329	reaction	882_DVU1799	0.554
882_DVU1329	reaction	882_DVU2125	0.11599994
882_DVU0811	reaction	882_DVU1543	0.16199994
883_DvMF_0101	reaction	883_DvMF_0092	0.57000005
883_DvMF_0101	reaction	883_DvMF_2509	0.09200001
883_DvMF_0101	reaction	883_DvMF_0090	0.8410001
882_DVU0284	reaction	882_DVU0881	0.16199994
882_DVU1309	reaction	882_DVU0478	0.16199994
882_DVU2929	reaction	882_DVU1300	0.314
882_DVU2929	reaction	882_DVU0881	0.314
882_DVU2920	reaction	882_DVU1310	0.199
882_DVU2920	reaction	882_DVU1314	0.19899988
882_DVU2920	reaction	882_DVU1316	0.37800002
882_DVU2920	reaction	882_DVU1298	0.37800002
882_DVU2920	reaction	882_DVU0874	0.41799998
882_DVU2920	reaction	882_DVU1302	0.37800002
882_DVU2920	reaction	882_DVU1299	0.37800002
882_DVU2920	reaction	882_DVU1304	0.34800005
882_DVU2929	reaction	882_DVU2125	0.11099994
882_DVU2929	reaction	882_DVU1583	0.11099994
882_DVU0811	reaction	882_DVU1671	0.13999999
882_DVU2920	reaction	882_DVU1327	0.37400007
882_DVU2920	reaction	882_DVU2519	0.37800002
882_DVU2920	reaction	882_DVU2925	0.30999994
882_DVU2920	reaction	882_DVU2924	0.28499997
882_DVU2920	reaction	882_DVU2518	0.27999997
882_DVU3088	reaction	882_DVU1799	0.16199994
882_DVU3242	reaction	882_DVU1300	0.16199994
882_DVU3242	reaction	882_DVU0881	0.16199994
882_DVU3088	reaction	882_DVU1300	0.16199994
882_DVU3088	reaction	882_DVU0881	0.16199994
882_DVU2928	reaction	882_DVU2628	0.11099994
882_DVU2928	reaction	882_DVU2937	0.11099994
882_DVU3242	reaction	882_DVU1583	0.12399995
882_DVU3310	reaction	882_DVU1300	0.16199994
882_DVU3310	reaction	882_DVU0881	0.16199994
882_DVU1530	reaction	882_DVU0881	0.16199994
882_DVU3310	reaction	882_DVU1799	0.16199994
882_DVU1530	reaction	882_DVU1300	0.16199994
882_DVU1530	reaction	882_DVU1799	0.16199994
882_DVU1257	reaction	882_DVU1309	0.16199994
882_DVU1257	reaction	882_DVU0811	0.16199994
882_DVU1257	reaction	882_DVU0002	0.15600002
882_DVU1257	reaction	882_DVU1982	0.16799998
882_DVU1257	reaction	882_DVU0071	0.14999998
882_DVU1257	reaction	882_DVU3088	0.16799998
882_DVU1257	reaction	882_DVU3242	0.16199994
882_DVU1257	reaction	882_DVU2929	0.16199994
882_DVU1257	reaction	882_DVU3203	0.148
882_DVU1257	reaction	882_DVU2906	0.14999998
882_DVU1257	reaction	882_DVU2928	0.16199994
882_DVU1257	reaction	882_DVU1329	0.16199994
882_DVU1257	reaction	882_DVU0284	0.176
882_DVU3088	reaction	882_DVU1543	0.296
882_DVU3242	reaction	882_DVU1543	0.16199994
882_DVU1530	reaction	882_DVU1543	0.16199994
882_DVU3243	reaction	882_DVU0867	0.148
882_DVU2929	reaction	882_DVU1543	0.16199994
882_DVU0284	reaction	882_DVU0811	0.16199994
882_DVU0284	reaction	882_DVU0002	0.16199994
882_DVU0284	reaction	882_DVU1982	0.16199994
882_DVU0284	reaction	882_DVU2430	0.176
882_DVU0070	reaction	882_DVU1090	0.35000002
882_DVU0483	reaction	882_DVU0002	0.398
882_DVU0483	reaction	882_DVU1649	0.89699996
882_DVU0284	reaction	882_DVU3242	0.16199994
882_DVU0284	reaction	882_DVU3088	0.16199994
882_DVU0284	reaction	882_DVU2929	0.16199994
882_DVU0284	reaction	882_DVU2215	0.176
882_DVU0284	reaction	882_DVU2928	0.16199994
882_DVU0284	reaction	882_DVU3203	0.16199994
882_DVU1329	reaction	882_DVU0811	0.19000006
882_DVU0284	reaction	882_DVU2906	0.16199994
882_DVU0284	reaction	882_DVU1257	0.176
882_DVU0284	reaction	882_DVU1329	0.16199994
882_DVU0284	reaction	882_DVU0071	0.16199994
882_DVU2928	reaction	882_DVU1543	0.16199994
882_DVU3088	reaction	882_DVU2926	0.16199994
882_DVU3088	reaction	882_DVU1318	0.16199994
882_DVU3088	reaction	882_DVU1322	0.16199994
882_DVU3088	reaction	882_DVU1326	0.16199994
882_DVU3088	reaction	882_DVU1327	0.16199994
882_DVU3088	reaction	882_DVU2518	0.16199994
882_DVU3088	reaction	882_DVU2519	0.16199994
882_DVU3088	reaction	882_DVU1313	0.16199994
882_DVU3088	reaction	882_DVU1320	0.16199994
882_DVU3088	reaction	882_DVU1315	0.16199994
882_DVU3310	reaction	882_DVU1298	0.16199994
882_DVU3310	reaction	882_DVU0874	0.16199994
882_DVU3310	reaction	882_DVU1303	0.16199994
882_DVU3310	reaction	882_DVU1304	0.16199994
882_DVU3310	reaction	882_DVU0504	0.16199994
882_DVU3310	reaction	882_DVU1308	0.16199994
882_DVU3310	reaction	882_DVU2925	0.342
882_DVU3310	reaction	882_DVU1327	0.16199994
882_DVU3310	reaction	882_DVU2518	0.16199994
882_DVU3310	reaction	882_DVU2926	0.16199994
882_DVU3310	reaction	882_DVU2924	0.16199994
882_DVU3310	reaction	882_DVU1322	0.16199994
882_DVU3310	reaction	882_DVU1326	0.16199994
882_DVU3310	reaction	882_DVU1310	0.16199994
882_DVU3310	reaction	882_DVU1312	0.16199994
882_DVU3310	reaction	882_DVU1311	0.16199994
882_DVU3310	reaction	882_DVU1313	0.16199994
882_DVU3310	reaction	882_DVU1314	0.16199994
882_DVU3310	reaction	882_DVU1320	0.16199994
882_DVU3310	reaction	882_DVU1315	0.16199994
882_DVU3310	reaction	882_DVU1317	0.16199994
882_DVU3310	reaction	882_DVU1307	0.16199994
882_DVU1982	reaction	882_DVU0478	0.15799999
882_DVU1839	reaction	882_DVU1423	0.17299998
882_DVU2215	reaction	882_DVU1543	0.39
882_DVU1873	reaction	882_DVU0478	0.28499997
882_DVU3088	reaction	882_DVU1317	0.16199994
882_DVU3088	reaction	882_DVU1307	0.16199994
882_DVU3088	reaction	882_DVU1310	0.16199994
882_DVU3088	reaction	882_DVU1312	0.16199994
882_DVU3088	reaction	882_DVU1316	0.16199994
882_DVU3088	reaction	882_DVU1311	0.16199994
882_DVU3088	reaction	882_DVU1299	0.16199994
882_DVU3088	reaction	882_DVU1303	0.16199994
882_DVU3088	reaction	882_DVU1304	0.16199994
882_DVU3088	reaction	882_DVU1305	0.24000001
882_DVU3088	reaction	882_DVU0504	0.16199994
882_DVU3088	reaction	882_DVU0874	0.16199994
882_DVU3088	reaction	882_DVU1308	0.16199994
882_DVU2092	reaction	882_DVU1973	0.13800001
882_DVU1257	reaction	882_DVU1326	0.153
882_DVU1257	reaction	882_DVU1318	0.16199994
882_DVU1257	reaction	882_DVU1312	0.16199994
882_DVU1257	reaction	882_DVU1317	0.16199994
882_DVU1257	reaction	882_DVU1311	0.16199994
882_DVU1257	reaction	882_DVU1310	0.16199994
882_DVU1257	reaction	882_DVU1314	0.16199994
882_DVU1257	reaction	882_DVU1315	0.16199994
882_DVU1257	reaction	882_DVU1313	0.14400005
882_DVU1257	reaction	882_DVU1320	0.16199994
882_DVU0284	reaction	882_DVU1543	0.24600005
882_DVU1257	reaction	882_DVU1307	0.16199994
882_DVU1257	reaction	882_DVU1298	0.16199994
882_DVU1257	reaction	882_DVU1328	0.16199994
882_DVU1257	reaction	882_DVU1303	0.16199994
882_DVU1257	reaction	882_DVU1302	0.16199994
882_DVU1257	reaction	882_DVU1299	0.16199994
882_DVU1309	reaction	882_DVU1319	0.84599996
882_DVU1257	reaction	882_DVU1327	0.16199994
882_DVU1257	reaction	882_DVU1322	0.16199994
882_DVU1257	reaction	882_DVU2519	0.16199994
882_DVU1257	reaction	882_DVU2925	0.16199994
882_DVU1257	reaction	882_DVU2924	0.16199994
882_DVU1257	reaction	882_DVU2518	0.16199994
882_DVU1257	reaction	882_DVU2926	0.16199994
882_DVU2643	reaction	882_DVU2139	0.16199994
882_DVU0283	reaction	882_DVU1037	0.51
882_DVU0283	reaction	882_DVU1423	0.51
882_DVU1309	reaction	882_DVU2430	0.16199994
882_DVU1309	reaction	882_DVU1982	0.16199994
882_DVU1309	reaction	882_DVU3088	0.16199994
882_DVU1309	reaction	882_DVU1257	0.16199994
882_DVU1257	reaction	882_DVU1319	0.16199994
882_DVU1090	reaction	882_DVU3203	0.15999997
882_DVU1090	reaction	882_DVU0002	0.25600004
882_DVU1090	reaction	882_DVU0071	0.605
882_DVU1090	reaction	882_DVU0070	0.35000002
882_DVU1090	reaction	882_DVU3389	0.26400006
882_DVU1586	reaction	882_DVU1037	0.17299998
882_DVU1586	reaction	882_DVU1423	0.17299998
882_DVU1329	reaction	882_DVU1543	0.16199994
882_DVU3310	reaction	882_DVU0478	0.15799999
882_DVU1982	reaction	882_DVU1319	0.29799998
882_DVU2643	reaction	882_DVU2547	0.15199995
882_DVU3203	reaction	882_DVU3242	0.16199994
882_DVU3203	reaction	882_DVU3389	0.15999997
882_DVU3203	reaction	882_DVU3259	0.16199994
882_DVU2928	reaction	882_DVU3203	0.16199994
882_DVU2928	reaction	882_DVU2906	0.16199994
882_DVU2906	reaction	882_DVU0002	0.65999997
882_DVU2906	reaction	882_DVU2430	0.14999998
882_DVU2215	reaction	882_DVU1309	0.16199994
882_DVU3203	reaction	882_DVU2215	0.148
882_DVU3203	reaction	882_DVU2316	0.15999997
882_DVU2928	reaction	882_DVU0002	0.16199994
882_DVU2928	reaction	882_DVU1982	0.16199994
882_DVU2928	reaction	882_DVU1873	0.16199994
882_DVU2316	reaction	882_DVU0070	0.15999997
882_DVU3203	reaction	882_DVU2085	0.15999997
882_DVU3203	reaction	882_DVU1257	0.148
882_DVU2928	reaction	882_DVU0071	0.16199994
882_DVU2928	reaction	882_DVU1329	0.913
882_DVU2928	reaction	882_DVU0284	0.16199994
882_DVU2906	reaction	882_DVU2929	0.16199994
882_DVU2906	reaction	882_DVU3242	0.16199994
882_DVU2215	reaction	882_DVU0811	0.16199994
882_DVU3203	reaction	882_DVU0070	0.32200003
882_DVU2928	reaction	882_DVU3242	0.911
882_DVU2928	reaction	882_DVU3310	0.16199994
