"",h,rel,t
12824,concept:geopoliticallocation:new_zeland,type,concept:geopoliticallocation
12825,concept:company:sadia,type,concept:company
12826,concept:country:trinidad_and_tobago,type,concept:country
12827,concept:clothing:strappy_sandals,type,concept:clothing
12828,concept:website:podcasts,type,concept:website
12829,concept:politicianus:steven_wilson,type,concept:politicianus
12830,concept:religion:barberton,type,concept:religion
12831,concept:personmexico:seattle_mariners,type,concept:personmexico
12832,concept:currency:forint,type,concept:currency
12833,concept:clothing:party_dresses,type,concept:clothing
12834,concept:programminglanguage:programming,type,concept:programminglanguage
12835,concept:person:andre_iguodala,type,concept:person
12836,concept:city:charlotte_north,type,concept:city
12837,concept:date:republic_last_year,type,concept:date
12838,concept:celebrity:gear,type,concept:celebrity
12839,concept:politician:alaska_gov__sarah_palin,type,concept:politician
12840,concept:location:ranch_house,type,concept:location
12841,concept:tradeunion:blues,type,concept:tradeunion
12842,concept:celebrity:alan_doyle,type,concept:celebrity
12843,concept:televisionstation:kwtx,type,concept:televisionstation
12844,concept:musicalbum:soundtrack,type,concept:musicalbum
12845,concept:person:jonnatan_leiva,type,concept:person
12846,concept:politicianus:john_sheridan,type,concept:politicianus
12847,concept:city:east_coast_cities,type,concept:city
12848,concept:recordlabel:interference,type,concept:recordlabel
12849,concept:sportsequipment:goal,type,concept:sportsequipment
12850,concept:hotel:majestic,type,concept:hotel
12851,concept:parlourgame:twenty,type,concept:parlourgame
12852,concept:hallwayitem:boat,type,concept:hallwayitem
12853,concept:actor:chelsea_clinton,type,concept:actor
12854,concept:geopoliticalorganization:banjarmasin,type,concept:geopoliticalorganization
12855,concept:clothing:tight_black_leather_pants,type,concept:clothing
12856,concept:county:arroyo_grande,type,concept:county
12857,concept:journalist:david_lazarus,type,concept:journalist
12858,concept:sportsteam:wisconsin_oshkosh_titans,type,concept:sportsteam
12859,concept:person:dan_quayle,type,concept:person
12860,concept:city:ledgewood,type,concept:city
12861,concept:celebrity:jackie_stewart,type,concept:celebrity
12862,concept:visualizablething:radcliff,type,concept:visualizablething
12863,concept:ceo:susan_m__ivey,type,concept:ceo
12864,concept:organization:changchun,type,concept:organization
12865,concept:sportsgame:more_months,type,concept:sportsgame
12866,concept:website:gourmet,type,concept:website
12867,concept:city:leawood,type,concept:city
12868,concept:company:easyjet,type,concept:company
12869,concept:clothing:black_cargo_pants,type,concept:clothing
12870,concept:person:lyle_lovett,type,concept:person
12871,concept:person:john_chancellor,type,concept:person
12872,concept:person:dave002,type,concept:person
12873,concept:musician:suggs,type,concept:musician
12874,concept:website:sale_sites,type,concept:website
12875,concept:recordlabel:giant_step,type,concept:recordlabel
12876,concept:clothing:bright_red_coats,type,concept:clothing
12877,concept:city:basel,type,concept:city
12878,concept:personus:kevin_millwood,type,concept:personus
12879,concept:visualizablescene:clearfield,type,concept:visualizablescene
12880,concept:coach:bo_pellini,type,concept:coach
12881,concept:stateorprovince:venues,type,concept:stateorprovince
12882,concept:company:nike_inc,type,concept:company
12883,concept:publication:sky_news,type,concept:publication
12884,concept:person:howard_kurtz,type,concept:person
12885,concept:animal:version_dog,type,concept:animal
12886,concept:agriculturalproduct:stylish,type,concept:agriculturalproduct
12887,concept:politicianus:charles_krauthammer,type,concept:politicianus
12888,concept:clothing:umbrellas,type,concept:clothing
12889,concept:male:pilsen,type,concept:male
12890,concept:person:george001,type,concept:person
12891,concept:city:la,type,concept:city
12892,concept:city:amsterdam,type,concept:city
12893,concept:clothing:worn_out_jeans,type,concept:clothing
12894,concept:musicalbum:hermann,type,concept:musicalbum
12895,concept:professionalorganization:york_society,type,concept:professionalorganization
12896,concept:radiostation:kxla,type,concept:radiostation
12897,concept:personcanada:shimon_peres,type,concept:personcanada
12898,concept:governmentorganization:area_office,type,concept:governmentorganization
12899,concept:bird:sea_gulls,type,concept:bird
12900,concept:actor:floyd,type,concept:actor
12901,concept:eventoutcome:disciplines,type,concept:eventoutcome
12902,concept:shoppingmall:guangzhou,type,concept:shoppingmall
12903,concept:musician:evening,type,concept:musician
12904,concept:city:logansport,type,concept:city
12905,concept:professionalorganization:feed_industry_association,type,concept:professionalorganization
12906,concept:university:introduction,type,concept:university
12907,concept:chemical:additional_water,type,concept:chemical
12908,concept:hotel:comfort_inn,type,concept:hotel
12909,concept:televisionstation:wxxv,type,concept:televisionstation
12910,concept:location:embassy,type,concept:location
12911,concept:jobposition:state_minister,type,concept:jobposition
12912,concept:company:new_york_life,type,concept:company
12913,concept:date:n1985,type,concept:date
12914,concept:sportsteam:chicago_bulls,type,concept:sportsteam
12915,concept:bird:pirates,type,concept:bird
12916,concept:musicartist:hole,type,concept:musicartist
12917,concept:website:tony_snow,type,concept:website
12918,concept:mollusk:copyright,type,concept:mollusk
12919,concept:company:cambridge,type,concept:company
12920,concept:website:facebook_facebook,type,concept:website
12921,concept:company:wnvt,type,concept:company
12922,concept:attraction:harbor_view,type,concept:attraction
12923,concept:personsouthamerica:martin_gilbert,type,concept:personsouthamerica
12924,concept:clothing:navy_blue_pants,type,concept:clothing
12925,concept:personnorthamerica:bob_stevens,type,concept:personnorthamerica
12926,concept:zoo:issues,type,concept:zoo
12927,concept:city:restaurants,type,concept:city
12928,concept:city:osage_beach,type,concept:city
12929,concept:governmentorganization:customs,type,concept:governmentorganization
12930,concept:city:inglewood,type,concept:city
12931,concept:clothing:pink_shorts,type,concept:clothing
12932,concept:city:texas,type,concept:city
12933,concept:coach:denis_savard,type,concept:coach
12934,concept:sportsteam:ucla_bruins_basketball,type,concept:sportsteam
12935,concept:company:koac_tv,type,concept:company
12936,concept:politicsblog:new_yorker,type,concept:politicsblog
12937,concept:person:samuel_d__isaly,type,concept:person
12938,concept:clothing:brown_trench_coat,type,concept:clothing
12939,concept:island:haines_city,type,concept:island
12940,concept:company:pan_american_union,type,concept:company
12941,concept:visualizablescene:white_river_junction,type,concept:visualizablescene
12942,concept:newspaper:calgary_herald,type,concept:newspaper
12943,concept:politician:governor_blagojevich,type,concept:politician
12944,concept:city:kashi,type,concept:city
12945,concept:country:former_british_colonies,type,concept:country
12946,concept:televisionshow:the_vice,type,concept:televisionshow
12947,concept:visualizablescene:bay_head,type,concept:visualizablescene
12948,concept:publication:slate,type,concept:publication
12949,concept:geopoliticallocation:sumbe,type,concept:geopoliticallocation
12950,concept:geopoliticallocation:jalisco,type,concept:geopoliticallocation
12951,concept:geopoliticallocation:sierra_leone,type,concept:geopoliticallocation
12952,concept:building:houses,type,concept:building
12953,concept:clothing:cummerbund,type,concept:clothing
12954,concept:county:gainesville,type,concept:county
12955,concept:artery:reporter,type,concept:artery
12956,concept:animal:hippopotamuses,type,concept:animal
12957,concept:ceo:carly_fiorina,type,concept:ceo
12958,concept:company:reader__s_digest,type,concept:company
12959,concept:person:spanish_colony,type,concept:person
12960,concept:politicsblog:foxnews,type,concept:politicsblog
12961,concept:company:wtta_tv,type,concept:company
12962,concept:blog:media_bistro,type,concept:blog
12963,concept:criminal:web_pages,type,concept:criminal
12964,concept:city:collierville,type,concept:city
12965,concept:stadiumoreventvenue:soldier_field,type,concept:stadiumoreventvenue
12966,concept:company:cnn__the_bbc,type,concept:company
12967,concept:company:admiral_group,type,concept:company
12968,concept:sportsteam:vancouver_canucks,type,concept:sportsteam
12969,concept:city:castello,type,concept:city
12970,concept:sportsteam:angelo_state_rams,type,concept:sportsteam
12971,concept:bird:songbirds,type,concept:bird
12972,concept:animal:arthropods001,type,concept:animal
12973,concept:language:tigrinya,type,concept:language
12974,concept:university:aquinas_college,type,concept:university
12975,concept:company:wmpb_tv,type,concept:company
12976,concept:island:mcdonough,type,concept:island
12977,concept:athlete:mark_trumbo,type,concept:athlete
12978,concept:personeurope:stephanie_kwolek,type,concept:personeurope
12979,concept:televisionstation:kvia,type,concept:televisionstation
12980,concept:politicalparty:orissa,type,concept:politicalparty
12981,concept:river:yellow,type,concept:river
12982,concept:geopoliticallocation:chad,type,concept:geopoliticallocation
12983,concept:city:brighton,type,concept:city
12984,concept:county:staunton,type,concept:county
12985,concept:insect:lice,type,concept:insect
12986,concept:city:white_lake_township,type,concept:city
12987,concept:journalist:jim_caple,type,concept:journalist
12988,concept:book:translation,type,concept:book
12989,concept:journalist:bryce_miller,type,concept:journalist
12990,concept:company:wgby_tv,type,concept:company
12991,concept:musicalbum:three_weeks,type,concept:musicalbum
12992,concept:county:scottsbluff,type,concept:county
12993,concept:company:the_national,type,concept:company
12994,concept:city:port_vila,type,concept:city
12995,concept:stadiumoreventvenue:screamin_willies,type,concept:stadiumoreventvenue
12996,concept:city:dresden,type,concept:city
12997,concept:room:back,type,concept:room
12998,concept:bank:international_priority,type,concept:bank
12999,concept:journalist:howard_k__smith,type,concept:journalist
13000,concept:county:burgettstown,type,concept:county
13001,concept:politicsissue:resources_personnel,type,concept:politicsissue
13002,concept:fish:billfish,type,concept:fish
13003,concept:athlete:reid_brignac,type,concept:athlete
13004,concept:sportsleague:back,type,concept:sportsleague
13005,concept:personeurope:raleigh,type,concept:personeurope
13006,concept:fungus:provost,type,concept:fungus
13007,concept:charactertrait:co_director,type,concept:charactertrait
13008,concept:geopoliticallocation:sex,type,concept:geopoliticallocation
13009,concept:politicianus:tom_smith,type,concept:politicianus
13010,concept:city:lehigh_acres,type,concept:city
13011,concept:landscapefeatures:parks,type,concept:landscapefeatures
13012,concept:product:samsung_instinct,type,concept:product
13013,concept:governmentorganization:action,type,concept:governmentorganization
13014,concept:biotechcompany:eaton_corp,type,concept:biotechcompany
13015,concept:sportsteam:texas_state_bobcats,type,concept:sportsteam
13016,concept:bird:crested_hawk_eagle,type,concept:bird
13017,concept:politicaloffice:central,type,concept:politicaloffice
13018,concept:politicsblog:daily_telegraph,type,concept:politicsblog
13019,concept:personus:jeff_bezos,type,concept:personus
13020,concept:clothing:flannel_shirt,type,concept:clothing
13021,concept:person:jordan,type,concept:person
13022,concept:physiologicalcondition:openings,type,concept:physiologicalcondition
13023,concept:musicsong:last_year,type,concept:musicsong
13024,concept:stateorprovince:kalimantan_tengah,type,concept:stateorprovince
13025,concept:ceo:cerberus,type,concept:ceo
13026,concept:stadiumoreventvenue:broadway,type,concept:stadiumoreventvenue
13027,concept:physicalaction:context,type,concept:physicalaction
13028,concept:country:swaziland,type,concept:country
13029,concept:academicfield:infrastructure_systems,type,concept:academicfield
